Fold,Algorithm,Classifier,TransferFunction,BestFitness,Accuracy,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC
2,bLRRIME-KNN-v1,knn,v1,0.069372294,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.979591837
3,bLRRIME-KNN-v1,knn,v1,0.001515152,1,1,1,1,1,1,1,1
4,bLRRIME-KNN-v1,knn,v1,0.20458153,0.785714286,0.857142857,0.857142857,0.714285714,0.75,0.8,0.577350269,0.785714286
5,bLRRIME-KNN-v1,knn,v1,0.001515152,1,1,1,1,1,1,1,1
6,bLRRIME-KNN-v1,knn,v1,0.137229437,0.857142857,0.714285714,0.714285714,1,1,0.833333333,0.745355992,0.816326531
7,bLRRIME-KNN-v1,knn,v1,0.001010101,1,1,1,1,1,1,1,1
8,bLRRIME-KNN-v1,knn,v1,0.001010101,1,1,1,1,1,1,1,1
9,bLRRIME-KNN-v1,knn,v1,0.070887446,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.87755102
10,bLRRIME-KNN-v1,knn,v1,0.137229437,0.857142857,0.75,0.75,1,1,0.857142857,0.75,0.885416667
1,bLRRIME-KNN-v2,knn,v2,0.064343434,0.933333333,1,1,0.857142857,0.888888889,0.941176471,0.872871561,0.955357143
2,bLRRIME-KNN-v2,knn,v2,0.136219336,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.908163265
3,bLRRIME-KNN-v2,knn,v2,0.001010101,1,1,1,1,1,1,1,1
4,bLRRIME-KNN-v2,knn,v2,0.001515152,1,1,1,1,1,1,1,1
5,bLRRIME-KNN-v2,knn,v2,0.001010101,1,1,1,1,1,1,1,1
6,bLRRIME-KNN-v2,knn,v2,0.137229437,0.857142857,0.714285714,0.714285714,1,1,0.833333333,0.745355992,0.744897959
7,bLRRIME-KNN-v2,knn,v2,0.001010101,1,1,1,1,1,1,1,1
8,bLRRIME-KNN-v2,knn,v2,0.002020202,1,1,1,1,1,1,1,1
9,bLRRIME-KNN-v2,knn,v2,0.069877345,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.867346939
10,bLRRIME-KNN-v2,knn,v2,0.137229437,0.857142857,0.875,0.875,0.833333333,0.875,0.875,0.708333333,0.791666667
1,bLRRIME-KNN-v3,knn,v3,0.001515152,1,1,1,1,1,1,1,1
2,bLRRIME-KNN-v3,knn,v3,0.069877345,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.87755102
3,bLRRIME-KNN-v3,knn,v3,0.001010101,1,1,1,1,1,1,1,1
4,bLRRIME-KNN-v3,knn,v3,0.204076479,0.785714286,0.714285714,0.714285714,0.857142857,0.833333333,0.769230769,0.577350269,0.724489796
5,bLRRIME-KNN-v3,knn,v3,0.001515152,1,1,1,1,1,1,1,1
6,bLRRIME-KNN-v3,knn,v3,0.068867244,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.87755102
7,bLRRIME-KNN-v3,knn,v3,0.001010101,1,1,1,1,1,1,1,1
8,bLRRIME-KNN-v3,knn,v3,0.069372294,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.918367347
9,bLRRIME-KNN-v3,knn,v3,0.136724387,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.775510204
10,bLRRIME-KNN-v3,knn,v3,0.136724387,0.857142857,0.875,0.875,0.833333333,0.875,0.875,0.708333333,0.84375
1,bLRRIME-KNN-v4,knn,v4,0.064343434,0.933333333,1,1,0.857142857,0.888888889,0.941176471,0.872871561,0.973214286
2,bLRRIME-KNN-v4,knn,v4,0.001515152,1,1,1,1,1,1,1,1
3,bLRRIME-KNN-v4,knn,v4,0.001010101,1,1,1,1,1,1,1,1
4,bLRRIME-KNN-v4,knn,v4,0.205591631,0.785714286,0.857142857,0.857142857,0.714285714,0.75,0.8,0.577350269,0.663265306
5,bLRRIME-KNN-v4,knn,v4,0.001010101,1,1,1,1,1,1,1,1
6,bLRRIME-KNN-v4,knn,v4,0.068867244,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.87755102
7,bLRRIME-KNN-v4,knn,v4,0.001010101,1,1,1,1,1,1,1,1
8,bLRRIME-KNN-v4,knn,v4,0.001515152,1,1,1,1,1,1,1,1
9,bLRRIME-KNN-v4,knn,v4,0.068867244,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.948979592
10,bLRRIME-KNN-v4,knn,v4,0.136724387,0.857142857,0.875,0.875,0.833333333,0.875,0.875,0.708333333,0.854166667
1,bLRRIME-KNN-s1,knn,s1,0.212727273,0.8,0.875,0.875,0.714285714,0.777777778,0.823529412,0.600099198,0.741071429
2,bLRRIME-KNN-s1,knn,s1,0.157431457,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.908163265
3,bLRRIME-KNN-s1,knn,s1,0.091089466,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.87755102
4,bLRRIME-KNN-s1,knn,s1,0.156421356,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.846938776
5,bLRRIME-KNN-s1,knn,s1,0.297186147,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.428571429,0.673469388
6,bLRRIME-KNN-s1,knn,s1,0.090584416,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.928571429
7,bLRRIME-KNN-s1,knn,s1,0.29011544,0.714285714,0.571428571,0.571428571,0.857142857,0.8,0.666666667,0.447213595,0.785714286
8,bLRRIME-KNN-s1,knn,s1,0.166522367,0.857142857,1,1,0.714285714,0.777777778,0.875,0.745355992,0.755102041
9,bLRRIME-KNN-s1,knn,s1,0.227813853,0.785714286,0.714285714,0.714285714,0.857142857,0.833333333,0.769230769,0.577350269,0.785714286
10,bLRRIME-KNN-s1,knn,s1,0.090584416,0.928571429,0.875,0.875,1,1,0.933333333,0.866025404,0.947916667
1,bLRRIME-KNN-s2,knn,s2,0.274545455,0.733333333,0.875,0.875,0.571428571,0.7,0.777777778,0.472455591,0.669642857
2,bLRRIME-KNN-s2,knn,s2,0.158946609,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.918367347
3,bLRRIME-KNN-s2,knn,s2,0.088059163,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.897959184
4,bLRRIME-KNN-s2,knn,s2,0.223268398,0.785714286,0.714285714,0.714285714,0.857142857,0.833333333,0.769230769,0.577350269,0.846938776
5,bLRRIME-KNN-s2,knn,s2,0.292640693,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.428571429,0.765306122
6,bLRRIME-KNN-s2,knn,s2,0.09512987,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.959183673
7,bLRRIME-KNN-s2,knn,s2,0.226298701,0.785714286,0.714285714,0.714285714,0.857142857,0.833333333,0.769230769,0.577350269,0.816326531
8,bLRRIME-KNN-s2,knn,s2,0.161976912,0.857142857,1,1,0.714285714,0.777777778,0.875,0.745355992,0.714285714
9,bLRRIME-KNN-s2,knn,s2,0.223773449,0.785714286,0.857142857,0.857142857,0.714285714,0.75,0.8,0.577350269,0.785714286
10,bLRRIME-KNN-s2,knn,s2,0.090079365,0.928571429,0.875,0.875,1,1,0.933333333,0.866025404,0.947916667
1,bLRRIME-KNN-s3,knn,s3,0.276565657,0.733333333,0.875,0.875,0.571428571,0.7,0.777777778,0.472455591,0.6875
2,bLRRIME-KNN-s3,knn,s3,0.089069264,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.948979592
3,bLRRIME-KNN-s3,knn,s3,0.088059163,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.948979592
4,bLRRIME-KNN-s3,knn,s3,0.158946609,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.836734694
5,bLRRIME-KNN-s3,knn,s3,0.224278499,0.785714286,0.857142857,0.857142857,0.714285714,0.75,0.8,0.577350269,0.816326531
6,bLRRIME-KNN-s3,knn,s3,0.09462482,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.908163265
7,bLRRIME-KNN-s3,knn,s3,0.223773449,0.785714286,0.714285714,0.714285714,0.857142857,0.833333333,0.769230769,0.577350269,0.693877551
8,bLRRIME-KNN-s3,knn,s3,0.16046176,0.857142857,1,1,0.714285714,0.777777778,0.875,0.745355992,0.755102041
9,bLRRIME-KNN-s3,knn,s3,0.163492063,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.857142857
10,bLRRIME-KNN-s3,knn,s3,0.090079365,0.928571429,0.875,0.875,1,1,0.933333333,0.866025404,0.947916667
1,bLRRIME-KNN-s4,knn,s4,0.276060606,0.733333333,0.75,0.75,0.714285714,0.75,0.75,0.464285714,0.803571429
2,bLRRIME-KNN-s4,knn,s4,0.156421356,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.897959184
3,bLRRIME-KNN-s4,knn,s4,0.085533911,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.887755102
4,bLRRIME-KNN-s4,knn,s4,0.157936508,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.918367347
5,bLRRIME-KNN-s4,knn,s4,0.292135642,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.428571429,0.744897959
6,bLRRIME-KNN-s4,knn,s4,0.096139971,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.908163265
7,bLRRIME-KNN-s4,knn,s4,0.226298701,0.785714286,0.714285714,0.714285714,0.857142857,0.833333333,0.769230769,0.577350269,0.765306122
8,bLRRIME-KNN-s4,knn,s4,0.159451659,0.857142857,1,1,0.714285714,0.777777778,0.875,0.745355992,0.714285714
9,bLRRIME-KNN-s4,knn,s4,0.22478355,0.785714286,0.857142857,0.857142857,0.714285714,0.75,0.8,0.577350269,0.795918367
10,bLRRIME-KNN-s4,knn,s4,0.087049062,0.928571429,0.875,0.875,1,1,0.933333333,0.866025404,0.927083333
1,bLRRIME-KNN-v1,knn,v1,0.001515152,1,1,1,1,1,1,1,1
2,bLRRIME-KNN-v1,knn,v1,0.002020202,1,1,1,1,1,1,1,1
3,bLRRIME-KNN-v1,knn,v1,0.068867244,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.897959184
4,bLRRIME-KNN-v1,knn,v1,0.069877345,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.979591837
5,bLRRIME-KNN-v1,knn,v1,0.069877345,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.948979592
6,bLRRIME-KNN-v1,knn,v1,0.068867244,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.948979592
7,bLRRIME-KNN-v1,knn,v1,0.069372294,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.908163265
8,bLRRIME-KNN-v1,knn,v1,0.136724387,0.857142857,1,1,0.714285714,0.777777778,0.875,0.745355992,0.836734694
9,bLRRIME-KNN-v1,knn,v1,0.069372294,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.908163265
10,bLRRIME-KNN-v1,knn,v1,0.001515152,1,1,1,1,1,1,1,1
1,bLRRIME-KNN-v2,knn,v2,0.064848485,0.933333333,1,1,0.857142857,0.888888889,0.941176471,0.872871561,0.875
2,bLRRIME-KNN-v2,knn,v2,0.002020202,1,1,1,1,1,1,1,1
3,bLRRIME-KNN-v2,knn,v2,0.068362193,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.867346939
4,bLRRIME-KNN-v2,knn,v2,0.068867244,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.918367347
5,bLRRIME-KNN-v2,knn,v2,0.137229437,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.87755102
6,bLRRIME-KNN-v2,knn,v2,0.002020202,1,1,1,1,1,1,1,1
7,bLRRIME-KNN-v2,knn,v2,0.070887446,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.908163265
8,bLRRIME-KNN-v2,knn,v2,0.136724387,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.87755102
9,bLRRIME-KNN-v2,knn,v2,0.068362193,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.959183673
10,bLRRIME-KNN-v2,knn,v2,0.070382395,0.928571429,0.875,0.875,1,1,0.933333333,0.866025404,0.96875
1,bLRRIME-KNN-v3,knn,v3,0.127676768,0.866666667,0.875,0.875,0.857142857,0.875,0.875,0.732142857,0.883928571
2,bLRRIME-KNN-v3,knn,v3,0.068362193,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.989795918
3,bLRRIME-KNN-v3,knn,v3,0.001010101,1,1,1,1,1,1,1,1
4,bLRRIME-KNN-v3,knn,v3,0.068867244,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.87755102
5,bLRRIME-KNN-v3,knn,v3,0.070382395,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.887755102
6,bLRRIME-KNN-v3,knn,v3,0.001515152,1,1,1,1,1,1,1,1
7,bLRRIME-KNN-v3,knn,v3,0.068867244,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.948979592
8,bLRRIME-KNN-v3,knn,v3,0.136724387,0.857142857,1,1,0.714285714,0.777777778,0.875,0.745355992,0.867346939
9,bLRRIME-KNN-v3,knn,v3,0.069372294,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.969387755
10,bLRRIME-KNN-v3,knn,v3,0.002020202,1,1,1,1,1,1,1,1
1,bLRRIME-KNN-v4,knn,v4,0.127676768,0.866666667,1,1,0.714285714,0.8,0.888888889,0.755928946,0.892857143
2,bLRRIME-KNN-v4,knn,v4,0.068362193,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.989795918
3,bLRRIME-KNN-v4,knn,v4,0.068867244,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.897959184
4,bLRRIME-KNN-v4,knn,v4,0.068362193,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.897959184
5,bLRRIME-KNN-v4,knn,v4,0.136724387,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.928571429
6,bLRRIME-KNN-v4,knn,v4,0.069372294,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.918367347
7,bLRRIME-KNN-v4,knn,v4,0.068867244,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.897959184
8,bLRRIME-KNN-v4,knn,v4,0.136724387,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.795918367
9,bLRRIME-KNN-v4,knn,v4,0.068362193,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.959183673
10,bLRRIME-KNN-v4,knn,v4,0.002525253,1,1,1,1,1,1,1,1
1,bLRRIME-KNN-s1,knn,s1,0.214747475,0.8,0.875,0.875,0.714285714,0.777777778,0.823529412,0.600099198,0.794642857
2,bLRRIME-KNN-s1,knn,s1,0.089574315,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.948979592
3,bLRRIME-KNN-s1,knn,s1,0.157431457,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.806122449
4,bLRRIME-KNN-s1,knn,s1,0.228823954,0.785714286,0.857142857,0.857142857,0.714285714,0.75,0.8,0.577350269,0.714285714
5,bLRRIME-KNN-s1,knn,s1,0.087554113,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.897959184
6,bLRRIME-KNN-s1,knn,s1,0.156926407,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.87755102
7,bLRRIME-KNN-s1,knn,s1,0.096645022,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.918367347
8,bLRRIME-KNN-s1,knn,s1,0.157936508,0.857142857,1,1,0.714285714,0.777777778,0.875,0.745355992,0.836734694
9,bLRRIME-KNN-s1,knn,s1,0.028787879,1,1,1,1,1,1,1,1
10,bLRRIME-KNN-s1,knn,s1,0.296681097,0.714285714,0.625,0.625,0.833333333,0.833333333,0.714285714,0.458333333,0.78125
1,bLRRIME-KNN-s2,knn,s2,0.212727273,0.8,0.875,0.875,0.714285714,0.777777778,0.823529412,0.600099198,0.803571429
2,bLRRIME-KNN-s2,knn,s2,0.089574315,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.979591837
3,bLRRIME-KNN-s2,knn,s2,0.098160173,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.867346939
4,bLRRIME-KNN-s2,knn,s2,0.236399711,0.785714286,0.714285714,0.714285714,0.857142857,0.833333333,0.769230769,0.577350269,0.704081633
5,bLRRIME-KNN-s2,knn,s2,0.087554113,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.908163265
6,bLRRIME-KNN-s2,knn,s2,0.15995671,0.857142857,1,1,0.714285714,0.777777778,0.875,0.745355992,0.867346939
7,bLRRIME-KNN-s2,knn,s2,0.089574315,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.908163265
8,bLRRIME-KNN-s2,knn,s2,0.154401154,0.857142857,1,1,0.714285714,0.777777778,0.875,0.745355992,0.816326531
9,bLRRIME-KNN-s2,knn,s2,0.023737374,1,1,1,1,1,1,1,1
10,bLRRIME-KNN-s2,knn,s2,0.231854257,0.785714286,0.75,0.75,0.833333333,0.857142857,0.8,0.577350269,0.791666667
1,bLRRIME-KNN-s3,knn,s3,0.214242424,0.8,0.875,0.875,0.714285714,0.777777778,0.823529412,0.600099198,0.830357143
2,bLRRIME-KNN-s3,knn,s3,0.085533911,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.93877551
3,bLRRIME-KNN-s3,knn,s3,0.158441558,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.826530612
4,bLRRIME-KNN-s3,knn,s3,0.222763348,0.785714286,0.857142857,0.857142857,0.714285714,0.75,0.8,0.577350269,0.653061224
5,bLRRIME-KNN-s3,knn,s3,0.08502886,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.908163265
6,bLRRIME-KNN-s3,knn,s3,0.089069264,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.908163265
7,bLRRIME-KNN-s3,knn,s3,0.093109668,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.908163265
8,bLRRIME-KNN-s3,knn,s3,0.156926407,0.857142857,1,1,0.714285714,0.777777778,0.875,0.745355992,0.836734694
9,bLRRIME-KNN-s3,knn,s3,0.026767677,1,1,1,1,1,1,1,1
10,bLRRIME-KNN-s3,knn,s3,0.291125541,0.714285714,0.625,0.625,0.833333333,0.833333333,0.714285714,0.458333333,0.75
1,bLRRIME-KNN-s4,knn,s4,0.212222222,0.8,0.875,0.875,0.714285714,0.777777778,0.823529412,0.600099198,0.794642857
2,bLRRIME-KNN-s4,knn,s4,0.086544012,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.93877551
3,bLRRIME-KNN-s4,knn,s4,0.157936508,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.806122449
4,bLRRIME-KNN-s4,knn,s4,0.223268398,0.785714286,0.857142857,0.857142857,0.714285714,0.75,0.8,0.577350269,0.704081633
5,bLRRIME-KNN-s4,knn,s4,0.087049062,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.887755102
6,bLRRIME-KNN-s4,knn,s4,0.094119769,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.918367347
7,bLRRIME-KNN-s4,knn,s4,0.089574315,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.908163265
8,bLRRIME-KNN-s4,knn,s4,0.157431457,0.857142857,1,1,0.714285714,0.777777778,0.875,0.745355992,0.836734694
9,bLRRIME-KNN-s4,knn,s4,0.031313131,1,1,1,1,1,1,1,1
10,bLRRIME-KNN-s4,knn,s4,0.292640693,0.714285714,0.625,0.625,0.833333333,0.833333333,0.714285714,0.458333333,0.791666667
1,bLRRIME-KNN-v1,knn,v1,0.065353535,0.933333333,0.875,0.875,1,1,0.933333333,0.875,0.982142857
2,bLRRIME-KNN-v1,knn,v1,0.001515152,1,1,1,1,1,1,1,1
3,bLRRIME-KNN-v1,knn,v1,0.068867244,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.87755102
4,bLRRIME-KNN-v1,knn,v1,0.070382395,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.867346939
5,bLRRIME-KNN-v1,knn,v1,0.001515152,1,1,1,1,1,1,1,1
6,bLRRIME-KNN-v1,knn,v1,0.068867244,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.908163265
7,bLRRIME-KNN-v1,knn,v1,0.068362193,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.928571429
8,bLRRIME-KNN-v1,knn,v1,0.136724387,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.846938776
9,bLRRIME-KNN-v1,knn,v1,0.001515152,1,1,1,1,1,1,1,1
10,bLRRIME-KNN-v1,knn,v1,0.136724387,0.857142857,0.75,0.75,1,1,0.857142857,0.75,0.895833333
1,bLRRIME-KNN-v2,knn,v2,0.064848485,0.933333333,0.875,0.875,1,1,0.933333333,0.875,0.901785714
2,bLRRIME-KNN-v2,knn,v2,0.001515152,1,1,1,1,1,1,1,1
3,bLRRIME-KNN-v2,knn,v2,0.068867244,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.959183673
4,bLRRIME-KNN-v2,knn,v2,0.137734488,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.928571429
5,bLRRIME-KNN-v2,knn,v2,0.001515152,1,1,1,1,1,1,1,1
6,bLRRIME-KNN-v2,knn,v2,0.136219336,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.918367347
7,bLRRIME-KNN-v2,knn,v2,0.069372294,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.857142857
8,bLRRIME-KNN-v2,knn,v2,0.136724387,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.795918367
9,bLRRIME-KNN-v2,knn,v2,0.001010101,1,1,1,1,1,1,1,1
10,bLRRIME-KNN-v2,knn,v2,0.002020202,1,1,1,1,1,1,1,1
1,bLRRIME-KNN-v3,knn,v3,0.064343434,0.933333333,1,1,0.857142857,0.888888889,0.941176471,0.872871561,0.9375
2,bLRRIME-KNN-v3,knn,v3,0.068867244,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.93877551
3,bLRRIME-KNN-v3,knn,v3,0.068867244,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.989795918
4,bLRRIME-KNN-v3,knn,v3,0.070382395,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.887755102
5,bLRRIME-KNN-v3,knn,v3,0.001515152,1,1,1,1,1,1,1,1
6,bLRRIME-KNN-v3,knn,v3,0.069877345,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.867346939
7,bLRRIME-KNN-v3,knn,v3,0.069877345,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.867346939
8,bLRRIME-KNN-v3,knn,v3,0.136724387,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.867346939
9,bLRRIME-KNN-v3,knn,v3,0.001010101,1,1,1,1,1,1,1,1
10,bLRRIME-KNN-v3,knn,v3,0.069372294,0.928571429,0.875,0.875,1,1,0.933333333,0.866025404,0.90625
1,bLRRIME-KNN-v4,knn,v4,0.128181818,0.866666667,0.875,0.875,0.857142857,0.875,0.875,0.732142857,0.794642857
2,bLRRIME-KNN-v4,knn,v4,0.001010101,1,1,1,1,1,1,1,1
3,bLRRIME-KNN-v4,knn,v4,0.068362193,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.969387755
4,bLRRIME-KNN-v4,knn,v4,0.001010101,1,1,1,1,1,1,1,1
5,bLRRIME-KNN-v4,knn,v4,0.001515152,1,1,1,1,1,1,1,1
6,bLRRIME-KNN-v4,knn,v4,0.070382395,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.867346939
7,bLRRIME-KNN-v4,knn,v4,0.001515152,1,1,1,1,1,1,1,1
8,bLRRIME-KNN-v4,knn,v4,0.137229437,0.857142857,1,1,0.714285714,0.777777778,0.875,0.745355992,0.867346939
9,bLRRIME-KNN-v4,knn,v4,0.002020202,1,1,1,1,1,1,1,1
10,bLRRIME-KNN-v4,knn,v4,0.069372294,0.928571429,0.875,0.875,1,1,0.933333333,0.866025404,0.916666667
1,bLRRIME-KNN-s1,knn,s1,0.153434343,0.866666667,1,1,0.714285714,0.8,0.888888889,0.755928946,0.866071429
2,bLRRIME-KNN-s1,knn,s1,0.096645022,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.908163265
3,bLRRIME-KNN-s1,knn,s1,0.159451659,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.857142857
4,bLRRIME-KNN-s1,knn,s1,0.096139971,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.93877551
5,bLRRIME-KNN-s1,knn,s1,0.2252886,0.785714286,0.714285714,0.714285714,0.857142857,0.833333333,0.769230769,0.577350269,0.795918367
6,bLRRIME-KNN-s1,knn,s1,0.022222222,1,1,1,1,1,1,1,1
7,bLRRIME-KNN-s1,knn,s1,0.230844156,0.785714286,0.714285714,0.714285714,0.857142857,0.833333333,0.769230769,0.577350269,0.765306122
8,bLRRIME-KNN-s1,knn,s1,0.237914863,0.785714286,0.571428571,0.571428571,1,1,0.727272727,0.632455532,0.806122449
9,bLRRIME-KNN-s1,knn,s1,0.232359307,0.785714286,0.857142857,0.857142857,0.714285714,0.75,0.8,0.577350269,0.846938776
10,bLRRIME-KNN-s1,knn,s1,0.156421356,0.857142857,1,1,0.666666667,0.8,0.888888889,0.730296743,0.75
1,bLRRIME-KNN-s2,knn,s2,0.151919192,0.866666667,1,1,0.714285714,0.8,0.888888889,0.755928946,0.875
2,bLRRIME-KNN-s2,knn,s2,0.09462482,0.928571429,0.857142857,0.857142857,1,1,0.923076923,0.866025404,0.897959184
3,bLRRIME-KNN-s2,knn,s2,0.155411255,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.816326531
4,bLRRIME-KNN-s2,knn,s2,0.093614719,0.928571429,1,1,0.857142857,0.875,0.933333333,0.866025404,0.928571429
5,bLRRIME-KNN-s2,knn,s2,0.159451659,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.714285714,0.857142857
6,bLRRIME-KNN-s2,knn,s2,0.023737374,1,1,1,1,1,1,1,1
7,bLRRIME-KNN-s2,knn,s2,0.228318903,0.785714286,0.714285714,0.714285714,0.857142857,0.833333333,0.769230769,0.577350269,0.785714286
8,bLRRIME-KNN-s2,knn,s2,0.231349206,0.785714286,0.714285714,0.714285714,0.857142857,0.833333333,0.769230769,0.577350269,0.836734694
9,bLRRIME-KNN-s2,knn,s2,0.229834055,0.785714286,0.857142857,0.857142857,0.714285714,0.75,0.8,0.577350269,0.806122449
